Núm,Projeto,Relator,Atribuído a,Prioridade,Gravidade,Freqüência,Versão do Produto,Categoria,Data de Envio,SO,Versão SO,Plataforma,Visibilidade,Atualizado,Resumo,Estado,Resolução,Corrigido na Versão
0003223,Desafio jMeter Project 1,Treinamento11,,normal,pequeno,não se tentou,,a,2020-01-25,,,,público,2020-01-25,Teste,novo,aberto,
0003222,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003221,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final,novo,aberto,
0003220,Desafio jMeter Project 1,Treinamento11,,normal,pequeno,às vezes,,a,2020-01-25,,,,público,2020-01-25,Teste,novo,aberto,
0003219,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003218,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,alta,grande,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste,atribuído,aberto,
0003217,Desafio jMeter Project 1,Treinamento12,emanuelle.menali,normal,recurso,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste Pratico,atribuído,aberto,
0003216,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003215,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,normal,obstáculo,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Resumo do chamado - Teste Treinamento 11,atribuído,aberto,
0003214,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003213,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Preenche Informações de Resumo Teste,novo,aberto,
0003212,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003211,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003210,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final,novo,aberto,
0003209,Desafio jMeter Project 1,Treinamento12,emanuelle.menali,normal,recurso,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste Pratico,atribuído,aberto,
0003208,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003207,Desafio jMeter Project 1,Treinamento02,,normal,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste automatico do usuário Treinamento02,novo,aberto,
0003206,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final,novo,aberto,
0003205,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Preenche Informações de Resumo Teste,novo,aberto,
0003204,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003203,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003202,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final,novo,aberto,
0003201,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003200,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Preenche Informações de Resumo Teste,novo,aberto,
0003199,Desafio jMeter Project 1,Treinamento03,,normal,texto,sempre,,General,2020-01-25,,,,público,2020-01-25,Prática Final,novo,aberto,
0003198,Desafio jMeter Project 1,Treinamento02,,baixa,recurso,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste manual,novo,aberto,
0003197,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003196,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003195,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003194,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003193,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003192,Desafio jMeter Project 1,Treinamento15,,normal,pequeno,às vezes,,a,2020-01-25,,,,público,2020-01-25,g,novo,aberto,
0003191,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003190,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Preenche Informações de Resumo Teste,novo,aberto,
0003189,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003188,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003187,Desafio jMeter Project 1,Treinamento15,,alta,texto,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,kjhj,novo,aberto,
0003186,Desafio jMeter Project 1,Treinamento08,,normal,pequeno,não se tentou,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,hs,novo,aberto,
0003185,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003184,Desafio jMeter Project 1,Treinamento07,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Treinamento Selenium,novo,aberto,
0003183,Desafio jMeter Project 1,Treinamento01,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,teste,novo,aberto,
0003182,Desafio jMeter Project 1,Treinamento09,,normal,trivial,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Preenche Informações de Resumo Teste,novo,aberto,
0003181,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003180,Desafio jMeter Project 1,Treinamento03,,normal,trivial,sempre,,8SDWVXXR6F,2020-01-25,,,,público,2020-01-25,aaaaaa,novo,aberto,
0003179,Desafio jMeter Project 1,Treinamento03,,normal,trivial,aleatório,,(Nenhuma Categoria),2020-01-25,,,,público,2020-01-25,Prática Final,novo,aberto,
0003178,Desafio jMeter Project 1,Treinamento08,,normal,recurso,sempre,,7EI2PODHPN,2020-01-25,,,,público,2020-01-25,Prática,novo,aberto,
0003177,Desafio jMeter Project 1,Treinamento03,,normal,trivial,aleatório,,(Nenhuma Categoria),2020-01-25,,,,público,2020-01-25,Prática Final,novo,aberto,
0003176,Desafio jMeter Project 1,Treinamento04,,urgente,texto,às vezes,,a,2020-01-25,,,,público,2020-01-25,Teste1,novo,aberto,
0003175,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,pequeno,sempre,,Teste,2020-01-25,,,,público,2020-01-25,Teste Treinamento,atribuído,aberto,
0003174,Desafio jMeter Project 1,Treinamento04,anderson.amorim,urgente,recurso,às vezes,,EP1539CF,2020-01-25,win7,7,windows,público,2020-01-25,teste de automação,atribuído,aberto,
0003173,Desafio jMeter Project 1,Treinamento05,administrator,normal,pequeno,às vezes,,7EI2PODHPN,2020-01-25,Teste,teste,Teste,público,2020-01-25,Teste B2,atribuído,aberto,
0003172,Desafio jMeter Project 1,Treinamento02,,baixa,pequeno,sempre,,app_14,2020-01-25,,,,público,2020-01-25,Teste manual,novo,aberto,
0003171,Desafio jMeter Project 1,Treinamento10,,normal,texto,às vezes,,principado,2020-01-25,,,,público,2020-01-25,Resumo01,novo,aberto,
0003170,Desafio jMeter Project 1,Treinamento01,,normal,texto,às vezes,,a,2020-01-25,Windows,10,Desktop ,público,2020-01-25,dfsdfd,novo,aberto,
0003169,Desafio jMeter Project 1,Treinamento11,emanuelle.menali,normal,pequeno,às vezes,,Teste,2020-01-25,,,,público,2020-01-25,Teste,atribuído,aberto,
0003148,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,a,2019-12-17,,,,público,2020-01-19,asdasdas dasasas,novo,aberto,
0003147,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,Apptest,2019-12-17,,,,público,2019-12-17,asdas,novo,aberto,
0003146,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,Apptest,2019-12-17,,,,público,2019-12-17,dfsdffd,novo,aberto,
0003145,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,Apptest,2019-12-17,,,,público,2019-12-17,addsdf,novo,aberto,
0003144,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,Apptest,2019-12-17,,,,público,2019-12-17,tste,novo,aberto,
0003131,Desafio jMeter Project 1,Gisele.Germano,,alta,recurso,sempre,,(Nenhuma Categoria),2019-12-07,Windows,1.0.0,Desktop ,público,2019-12-09,Issue1,novo,aberto,
0003128,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-12-02,,,,público,2019-12-02,Sumário - OCJYKHSFGU,novo,aberto,
0003127,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,app_14,2019-12-02,,,,público,2019-12-02,Sumário - XXUZUDPLZT,novo,aberto,
0003126,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,MU9657OA,2019-12-02,,,,público,2019-12-02,Sumário - ZEJWBOQVCX,novo,aberto,
0003125,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-11-29,,,,público,2019-11-29,Sumário - EOXFVFDQCK,novo,aberto,
0003124,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,EP1539CF,2019-11-29,,,,público,2019-11-29,Sumário - VKAYXPBFNS,novo,aberto,
0003123,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,(Nenhuma Categoria),2019-11-29,,,,público,2019-11-29,Sumário - XXPCDVLYLM,novo,aberto,
0003082,Desafio jMeter Project 1,templateautomacao,,normal,pequeno,não se tentou,,7EI2PODHPN,2019-10-28,,,,público,2019-10-30,teste,novo,aberto,
0003081,Desafio jMeter Project 1,Treinamento01,,normal,texto,às vezes,,a,2019-10-24,,,,público,2019-10-24,teste,novo,aberto,
0003080,Desafio jMeter Project 1,Treinamento14,,urgente,travamento,N/D,,a,2019-10-08,Windows,10,Desktop ,público,2019-10-08,Palavra escrita errada,novo,aberto,
0003079,Desafio jMeter Project 1,Treinamento14,,urgente,travamento,N/D,,a,2019-10-08,Windows,10,Desktop ,público,2019-10-08,Palavra escrita errada,novo,aberto,
0003078,Desafio jMeter Project 1,Treinamento14,,urgente,travamento,N/D,,a,2019-10-08,Windows,10,Desktop ,público,2019-10-08,Palavra escrita errada,novo,aberto,
0003077,Desafio jMeter Project 1,Treinamento14,,urgente,travamento,N/D,,a,2019-10-08,Windows,10,Desktop ,público,2019-10-08,Palavra escrita errada,novo,aberto,
0003076,Desafio jMeter Project 1,Treinamento14,,urgente,travamento,N/D,,a,2019-10-08,Windows,10,Desktop ,público,2019-10-08,Palavra escrita errada,novo,aberto,
0003075,Desafio jMeter Project 1,Treinamento14,,urgente,travamento,N/D,,a,2019-10-08,Windows,10,Desktop ,público,2019-10-08,Palavra escrita errada,novo,aberto,
0003074,Desafio jMeter Project 1,Treinamento02,,normal,recurso,sempre,,7EI2PODHPN,2019-10-07,,,,público,2019-10-07,Teste resumo,novo,aberto,
0003073,Desafio jMeter Project 1,Treinamento02,,normal,recurso,sempre,,7EI2PODHPN,2019-10-07,,,,público,2019-10-07,Teste resumo,novo,aberto,
0003072,Desafio jMeter Project 1,Treinamento02,,normal,recurso,sempre,,7EI2PODHPN,2019-10-07,,,,público,2019-10-07,teste,novo,aberto,
0003071,Desafio jMeter Project 1,Treinamento02,,normal,recurso,sempre,,7EI2PODHPN,2019-10-07,,,,público,2019-10-07,Teste resumo,novo,aberto,
0003070,Desafio jMeter Project 1,Treinamento02,,normal,recurso,sempre,,7EI2PODHPN,2019-10-07,,,,público,2019-10-07,Teste resumo,novo,aberto,
0003069,Desafio jMeter Project 1,Treinamento02,,normal,recurso,sempre,,7EI2PODHPN,2019-10-07,,,,público,2019-10-07,Teste resumo,novo,aberto,
0003068,Desafio jMeter Project 1,Treinamento02,,normal,recurso,sempre,,7EI2PODHPN,2019-10-07,,,,público,2019-10-07,Teste resumo,novo,aberto,
0003067,Desafio jMeter Project 1,Treinamento13,emanuelle.menali,normal,obstáculo,aleatório,,Teste,2019-10-06,,,,público,2019-10-06,Teste Carol,atribuído,aberto,
0003066,Desafio jMeter Project 1,Treinamento13,emanuelle.menali,normal,obstáculo,aleatório,,Teste,2019-10-06,,,,público,2019-10-06,Teste Carol,atribuído,aberto,
0003065,Desafio jMeter Project 1,Treinamento13,emanuelle.menali,normal,obstáculo,aleatório,,Teste,2019-10-06,,,,público,2019-10-06,Teste Carol,atribuído,aberto,
0003064,Desafio jMeter Project 1,Treinamento03,,imediato,recurso,sempre,,General,2019-10-06,,,,público,2019-10-06,Texto,novo,aberto,
0003063,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
0003062,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
0003061,Desafio jMeter Project 1,Treinamento13,emanuelle.menali,normal,obstáculo,aleatório,,Teste,2019-10-05,,,,público,2019-10-05,Teste Carol,atribuído,aberto,
0003060,Desafio jMeter Project 1,Treinamento13,emanuelle.menali,normal,obstáculo,aleatório,,Teste,2019-10-05,,,,público,2019-10-05,Teste Carol,atribuído,aberto,
0003059,Desafio jMeter Project 1,Treinamento05,Treinamento05,normal,pequeno,às vezes,,Teste,2019-10-05,N/A,N/A,N/A,público,2019-10-05,Test registra Issue,atribuído,aberto,
0003058,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
0003057,Desafio jMeter Project 1,Treinamento07,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste do Hugo,novo,aberto,
0003056,Desafio jMeter Project 1,Treinamento14,,urgente,travamento,N/D,,a,2019-10-05,Windows,10,Desktop ,público,2019-10-05,Palavra escrita errada,novo,aberto,
0003055,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
0003054,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,travamento,às vezes,,Teste,2019-10-05,,,,público,2019-10-05,Resumo - Teste Automação - Treinamento Selenium,atribuído,aberto,
0003053,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003052,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003051,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
0003050,Desafio jMeter Project 1,Treinamento02,,normal,recurso,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste resumo,novo,aberto,
0003049,Desafio jMeter Project 1,Treinamento07,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste do Hugo,novo,aberto,
0003048,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003047,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
0003046,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003045,Desafio jMeter Project 1,Treinamento02,,normal,recurso,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste resumo,novo,aberto,
0003044,Desafio jMeter Project 1,Treinamento09,,normal,obstáculo,sempre,,General,2019-10-05,,,,público,2019-10-05,|Treinamento BASE2 Testes Automatizados,novo,aberto,
0003043,Desafio jMeter Project 1,Treinamento04,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,"Fale rapido: Casa suja, chão sujo",novo,aberto,
0003042,Desafio jMeter Project 1,Treinamento07,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste do Hugo,novo,aberto,
0003041,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0003040,Desafio jMeter Project 1,Treinamento04,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,"Fale rapido: Casa suja, chão sujo",novo,aberto,
0003039,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003038,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,travamento,às vezes,,Teste,2019-10-05,,,,público,2019-10-05,Resumo - Teste Automação - Treinamento Selenium,atribuído,aberto,
0003037,Desafio jMeter Project 1,Treinamento10,emanuelle.menali,normal,grande,sempre,,Teste,2019-10-05,,,,público,2019-10-05,Resumo do Bug,atribuído,aberto,
0003036,Desafio jMeter Project 1,Treinamento07,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste do Hugo,novo,aberto,
0003035,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0003034,Desafio jMeter Project 1,Treinamento09,,normal,obstáculo,sempre,,General,2019-10-05,,,,público,2019-10-05,|Treinamento BASE2 Testes Automatizados,novo,aberto,
0003033,Desafio jMeter Project 1,Treinamento04,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,"Fale rapido: Casa suja, chão sujo",novo,aberto,
0003032,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003031,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,travamento,às vezes,,Teste,2019-10-05,,,,público,2019-10-05,Resumo - Teste Automação - Treinamento Selenium,atribuído,aberto,
0003030,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,travamento,às vezes,,Teste,2019-10-05,,,,público,2019-10-05,Resumo - Teste Automação - Treinamento Selenium,atribuído,aberto,
0003029,Desafio jMeter Project 1,Treinamento05,Treinamento05,normal,pequeno,às vezes,,Teste,2019-10-05,N/A,N/A,N/A,público,2019-10-05,Test registra Issue,atribuído,aberto,
0003028,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0003027,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
0003026,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003025,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,travamento,às vezes,,Teste,2019-10-05,,,,público,2019-10-05,Resumo - Teste Automação - Treinamento Selenium,atribuído,aberto,
0003024,Desafio jMeter Project 1,Treinamento05,Treinamento05,normal,pequeno,às vezes,,Teste,2019-10-05,N/A,N/A,N/A,público,2019-10-05,Test registra Issue,atribuído,aberto,
0003023,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
0003022,Desafio jMeter Project 1,Treinamento07,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste do Hugo,novo,aberto,
0003021,Desafio jMeter Project 1,Treinamento10,emanuelle.menali,normal,grande,sempre,,Teste,2019-10-05,,,,público,2019-10-05,Resumo do Bug,atribuído,aberto,
0003020,Desafio jMeter Project 1,Treinamento09,,normal,obstáculo,sempre,,General,2019-10-05,,,,público,2019-10-05,|Treinamento BASE2 Testes Automatizados,novo,aberto,
0003019,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0003018,Desafio jMeter Project 1,Treinamento03,,imediato,recurso,sempre,,General,2019-10-05,,,,público,2019-10-05,Texto,novo,aberto,
0003017,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0003016,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0003015,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0003014,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003013,Desafio jMeter Project 1,Treinamento07,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste do Hugo,novo,aberto,
0003012,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0003011,Desafio jMeter Project 1,Treinamento14,,urgente,travamento,N/D,,a,2019-10-05,Windows,10,Desktop ,público,2019-10-05,Palavra escrita errada,novo,aberto,
0003010,Desafio jMeter Project 1,Treinamento07,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste do Hugo,novo,aberto,
0003009,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0003008,Desafio jMeter Project 1,Treinamento04,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,"Fale rapido: Casa suja, chão sujo",novo,aberto,
0003007,Desafio jMeter Project 1,Treinamento14,,urgente,travamento,N/D,,a,2019-10-05,Windows,10,Desktop ,público,2019-10-05,Palavra escrita errada,novo,aberto,
0003006,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003005,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,travamento,às vezes,,Teste,2019-10-05,,,,público,2019-10-05,Resumo - Teste Automação - Treinamento Selenium,atribuído,aberto,
0003004,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0003003,Desafio jMeter Project 1,Treinamento05,Treinamento05,normal,pequeno,às vezes,,Teste,2019-10-05,N/A,N/A,N/A,público,2019-10-05,Test registra Issue,atribuído,aberto,
0003002,Desafio jMeter Project 1,Treinamento03,,imediato,recurso,sempre,,General,2019-10-05,,,,público,2019-10-05,Texto,novo,aberto,
0003001,Desafio jMeter Project 1,Treinamento07,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste do Hugo,novo,aberto,
0003000,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,travamento,às vezes,,Teste,2019-10-05,,,,público,2019-10-05,Resumo - Teste Automação - Treinamento Selenium,atribuído,aberto,
0002999,Desafio jMeter Project 1,Treinamento13,emanuelle.menali,normal,obstáculo,aleatório,,Teste,2019-10-05,,,,público,2019-10-05,Teste Carol,atribuído,aberto,
0002998,Desafio jMeter Project 1,Treinamento13,emanuelle.menali,normal,obstáculo,aleatório,,Teste,2019-10-05,,,,público,2019-10-05,Teste Carol,atribuído,aberto,
0002997,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
0002996,Desafio jMeter Project 1,Treinamento09,,normal,obstáculo,sempre,,General,2019-10-05,,,,público,2019-10-05,|Treinamento BASE2 Testes Automatizados,novo,aberto,
0002995,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0002994,Desafio jMeter Project 1,Treinamento07,,normal,trivial,às vezes,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Teste do Hugo,novo,aberto,
0002993,Desafio jMeter Project 1,Treinamento06,emanuelle.menali,normal,travamento,às vezes,,Teste,2019-10-05,,,,público,2019-10-05,Resumo - Teste Automação - Treinamento Selenium,atribuído,aberto,
0002992,Desafio jMeter Project 1,Treinamento10,emanuelle.menali,normal,grande,sempre,,Teste,2019-10-05,,,,público,2019-10-05,Resumo do Bug,atribuído,aberto,
0002991,Desafio jMeter Project 1,Treinamento11,,normal,pequeno,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Projeto de teste,novo,aberto,
0002990,Desafio jMeter Project 1,Treinamento08,,normal,recurso,às vezes,,General,2019-10-05,,,,público,2019-10-05,Aqui é onde deve ser feito o resumo do texto,novo,aberto,
0002989,Desafio jMeter Project 1,Treinamento11,,normal,pequeno,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Projeto de teste,novo,aberto,
0002988,Desafio jMeter Project 1,Treinamento01,,normal,travamento,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Resumo do Paulo Thiago,novo,aberto,
0002987,Desafio jMeter Project 1,Treinamento11,,normal,pequeno,sempre,,7EI2PODHPN,2019-10-05,,,,público,2019-10-05,Projeto de teste,novo,aberto,
0002986,Desafio jMeter Project 1,Treinamento01,,normal,texto,sempre,,a,2019-10-05,,,,público,2019-10-05,Treinamento Selenium,novo,aberto,
